,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
0,4,32,98,75,76,18,11,96,7,29,12,36,44,9,8,50,5,2,51,20,28,56,3,14,80,92,72,8,49,46,31,45,70,78,33,75,77,22,12,47,76,40,13,72,7,93,87,7,68,87,20,60,35,82,66,86,85,9,65,79,73,45,33,11,43,37,11,27,86,43,53,85,97,99,79,78,74,5,86,10,25,75,98,0,12,89,80,92,50,5,8,12,74,54,4,41,86,10,68,16,38,17,4,63,86,48,92,80,16,31,44,45,15,77,52,56,89,55,46,67,68
1,76,97,33,6,73,93,10,76,90,80,79,8,32,72,81,42,96,81,32,74,16,97,67,41,17,13,67,6,97,79,36,13,51,19,16,72,72,85,25,93,61,88,0,23,12,92,85,50,88,39,90,64,22,96,95,79,73,55,18,6,18,35,74,66,80,74,31,33,89,50,56,85,91,20,38,18,16,96,4,96,15,70,4,29,64,43,13,5,9,56,68,75,1,37,26,49,49,57,40,4,43,49,27,85,19,9,99,54,68,66,12,53,99,62,6,58,7,99,66,91,92
2,35,76,35,64,80,80,71,41,23,87,56,47,40,91,68,4,61,28,86,36,10,69,80,19,9,89,81,54,62,45,31,87,94,63,77,82,76,23,11,12,81,16,96,82,22,41,38,0,26,75,95,38,57,70,58,50,15,29,67,73,11,88,87,0,39,42,77,93,9,69,74,53,27,95,52,53,67,90,37,75,74,0,55,27,86,47,80,67,28,2,12,11,37,25,55,47,12,8,79,76,31,66,61,2,60,96,15,70,9,16,79,3,50,31,3,78,79,46,83,63,79
3,28,85,73,71,73,4,23,80,0,39,12,39,54,51,23,76,59,21,34,61,38,85,33,80,6,19,63,21,69,95,14,28,69,85,48,86,77,82,61,48,55,13,73,41,90,69,40,0,39,89,36,26,3,69,78,12,82,61,43,45,12,62,67,68,54,76,1,81,94,88,98,85,66,62,1,75,11,1,83,3,87,22,75,15,98,98,80,36,96,1,27,66,25,55,86,49,54,38,86,92,81,51,35,91,57,59,18,24,41,36,4,11,57,97,6,46,6,55,35,26,74
4,6,63,59,11,40,86,68,47,41,89,34,99,3,70,38,79,2,1,94,33,4,38,96,88,0,2,25,17,88,55,19,54,60,32,70,73,89,64,81,19,99,76,27,39,49,52,55,28,87,51,15,83,61,6,16,25,66,71,92,35,87,41,81,98,67,22,10,88,46,27,69,56,98,97,86,19,73,71,98,34,14,87,58,14,53,49,49,1,12,34,61,37,48,31,5,0,55,59,90,39,52,19,99,50,89,97,79,98,25,55,74,41,84,89,53,19,94,2,81,67,71
5,36,51,45,0,56,24,53,97,61,67,97,53,38,16,67,85,53,42,96,84,88,68,98,23,63,73,98,0,5,32,16,16,5,93,20,11,21,37,12,38,95,13,99,37,58,35,19,78,88,8,58,63,94,44,40,68,62,24,36,84,94,52,32,28,46,60,14,21,34,94,15,55,59,0,66,47,34,38,0,95,76,56,61,59,52,95,85,98,11,73,60,87,77,43,40,70,46,64,73,99,50,52,53,37,71,12,60,34,65,53,3,44,89,22,51,12,68,58,71,49,25
6,13,1,90,14,17,82,62,40,15,50,19,79,4,81,52,59,53,46,15,17,72,19,52,73,77,7,20,4,23,41,77,30,99,73,50,58,37,79,28,93,69,35,50,24,21,65,86,89,53,40,21,0,32,99,19,31,29,52,65,69,5,69,94,82,91,78,97,32,43,75,44,54,90,88,49,26,2,1,13,12,43,21,73,45,45,12,25,98,0,45,49,7,31,94,13,96,35,53,97,44,64,30,13,34,2,17,89,82,75,57,90,43,77,27,68,47,0,40,62,83,48
7,74,16,88,22,87,70,50,30,99,81,6,75,68,58,5,64,2,95,99,58,39,55,16,54,56,62,59,68,72,42,90,7,71,15,0,48,88,26,72,6,22,27,9,21,61,20,99,39,41,3,55,94,88,97,78,74,12,79,30,50,9,41,34,73,31,46,12,97,65,32,22,85,52,61,56,32,45,44,83,52,7,52,62,86,4,30,89,87,15,75,6,40,45,64,87,77,38,50,18,15,66,25,95,33,85,93,10,14,60,0,64,66,79,23,54,7,90,69,82,37,63
8,33,41,2,38,95,80,52,11,99,1,36,21,79,99,47,50,72,3,21,40,73,1,50,20,57,59,95,91,23,62,12,92,4,43,48,55,91,52,97,86,71,44,14,79,4,62,92,54,8,85,82,20,97,26,34,1,24,93,51,40,19,47,60,37,12,12,29,73,11,76,39,93,12,83,45,63,89,42,71,58,11,99,51,55,35,7,90,39,79,84,69,77,55,3,87,63,12,10,36,0,3,54,35,38,10,50,87,47,22,9,66,66,96,94,95,74,33,62,58,11,43
9,36,20,2,80,20,22,0,44,15,1,64,1,45,90,98,69,49,70,71,87,47,64,32,52,67,45,38,16,55,12,24,56,40,89,99,9,98,57,93,30,35,80,36,34,60,15,86,85,97,66,80,76,89,26,53,31,67,28,69,10,56,4,12,49,8,17,6,15,14,13,94,46,12,28,19,90,89,48,0,97,81,82,59,27,6,60,89,44,32,16,46,0,21,26,11,73,34,59,65,16,41,38,46,53,23,92,1,9,8,44,7,37,35,23,97,39,31,11,75,78,84
