,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
0,3,83,70,77,75,58,12,93,45,26,87,42,90,38,10,67,84,12,50,1,21,98,95,39,18,74,68,18,28,57,52,37,76,32,36,29,88,12,53,52,99,59,0,41,55,89,48,92,30,59,26,61,2,86,30,78,81,94,41,78,20,89,72,93,50,4,11,16,1,13,98,49,76,2,66,82,27,74,26,47,62,89,61,99,25,96,65,76,90,14,73,24,15,49,44,45,42,95,54,83,37,81,42,32,87,60,12,56,86,74,66,29,88,18,29,74,39,8,38,69,79
1,45,74,75,97,73,63,79,20,1,39,1,46,12,14,98,46,48,75,25,94,77,54,82,21,39,33,39,99,48,15,94,40,77,91,21,53,77,66,26,35,73,74,36,79,76,68,58,92,27,50,65,27,54,3,17,72,21,56,34,96,86,74,68,32,78,9,34,47,23,42,69,67,34,99,47,74,37,11,15,98,19,50,6,10,67,96,40,95,56,80,53,36,48,87,1,75,89,68,18,97,5,88,98,26,6,48,5,20,54,2,86,70,84,46,96,30,82,18,45,31,9
2,58,78,79,92,56,12,59,23,18,87,99,9,57,55,85,62,49,0,29,37,0,2,28,47,48,57,32,95,8,99,37,49,36,19,66,57,68,30,94,45,61,11,81,6,12,78,84,41,65,84,62,81,41,64,93,3,37,43,81,90,56,68,15,31,76,61,1,90,17,88,35,99,63,42,86,11,22,23,48,26,70,8,70,83,56,7,87,12,51,81,47,94,46,96,33,14,79,77,81,68,18,23,49,25,21,68,49,29,62,0,53,73,1,20,86,73,1,78,83,67,68
3,2,16,43,27,39,70,37,25,5,27,67,22,76,64,43,44,17,42,9,65,98,42,39,34,47,35,39,3,52,34,68,49,57,87,39,39,35,87,81,68,71,14,89,27,7,23,48,63,75,34,93,21,90,63,82,60,90,6,70,11,41,85,82,52,93,52,10,87,67,8,74,27,85,66,79,50,64,74,20,48,31,36,20,18,18,33,17,12,67,64,98,12,54,6,57,20,95,1,63,27,93,88,25,87,47,22,88,26,59,78,26,91,40,30,19,26,54,4,9,61,56
4,55,90,25,84,18,67,0,59,96,10,93,39,65,31,57,15,77,58,12,52,23,55,69,95,28,95,85,92,21,34,96,17,52,86,35,53,61,18,79,39,95,95,36,25,85,63,57,26,38,23,31,28,15,89,53,30,32,76,49,96,1,7,75,49,19,19,23,23,16,97,20,56,40,6,84,41,81,71,57,39,10,23,33,36,76,85,37,78,25,50,2,27,3,74,43,43,32,51,3,6,52,42,26,10,36,81,19,39,80,86,30,45,86,80,37,95,71,31,6,70,67
5,19,30,3,3,53,90,54,48,45,34,19,21,94,37,87,28,12,86,59,98,50,80,95,11,55,65,73,57,74,19,4,25,57,67,67,67,87,85,68,38,53,25,74,31,23,4,4,48,33,3,20,97,86,46,52,76,96,24,15,82,13,39,15,62,42,43,64,8,4,97,58,55,7,63,77,48,58,5,67,54,49,67,33,50,65,15,44,59,41,92,57,99,0,7,45,65,46,37,13,53,92,35,44,98,44,9,86,57,43,93,92,9,19,61,51,88,95,87,44,95,21
6,92,18,60,89,16,44,46,5,4,47,62,37,72,47,95,67,83,78,30,37,32,67,75,37,88,28,97,91,47,99,4,18,63,30,97,56,89,46,6,38,78,43,78,89,13,62,18,90,61,12,77,73,78,98,40,60,52,95,43,6,0,35,88,80,39,28,57,86,62,6,71,71,79,98,50,55,68,71,82,74,16,29,61,15,34,48,95,17,11,48,46,21,18,3,2,19,17,64,69,6,12,78,82,61,29,40,13,43,43,72,62,10,65,61,68,10,1,76,44,24,23
7,32,48,22,17,58,73,46,47,60,29,33,13,55,27,65,59,51,17,13,3,13,88,1,95,75,95,12,0,0,76,28,99,14,62,12,90,87,20,72,26,67,83,28,67,60,13,45,24,65,24,4,91,93,81,88,93,38,60,64,18,72,66,44,79,90,40,31,33,69,38,52,19,63,94,25,18,9,93,24,56,83,15,64,15,31,81,40,44,65,97,70,31,4,41,51,26,53,65,80,82,20,29,25,65,66,82,31,50,94,4,4,77,41,58,63,77,39,48,62,49,28
8,11,90,27,38,72,49,15,11,23,39,50,17,77,0,92,80,65,80,27,38,12,41,42,31,55,12,40,78,29,49,32,43,31,75,40,22,88,34,34,70,61,44,61,62,55,67,74,7,46,15,80,41,70,9,34,75,71,46,87,23,29,18,21,40,42,33,78,8,32,76,74,66,1,4,59,11,76,78,81,56,47,20,74,7,11,76,54,64,0,20,5,36,71,68,28,83,97,41,89,60,1,10,57,73,13,45,67,86,52,39,62,91,89,12,6,87,51,1,7,18,69
9,42,62,67,16,5,3,63,65,91,86,77,38,99,66,32,65,50,69,44,2,8,70,66,84,72,39,35,26,36,30,23,97,26,85,6,90,56,79,30,33,32,19,35,52,83,89,19,21,15,56,48,18,5,43,15,74,17,65,1,83,9,55,38,49,83,55,34,53,81,9,17,41,79,40,64,34,72,26,1,97,12,33,6,46,93,25,75,49,47,79,34,65,11,85,9,46,31,20,50,39,68,47,78,48,37,44,63,42,57,67,5,0,15,35,70,37,10,36,82,53,94
