,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
0,72,5,65,43,8,78,71,96,84,42,22,87,4,35,25,39,30,54,71,42,13,69,38,13,86,76,10,17,19,55,65,7,82,30,70,19,97,65,11,97,53,78,22,70,32,15,88,29,81,90,42,78,11,26,22,21,58,27,11,20,53,5,62,55,68,71,27,36,84,60,26,35,60,47,64,46,89,45,21,27,80,2,99,77,62,80,91,51,60,13,77,75,56,83,4,25,40,85,98,96,60,69,72,19,81,20,96,76,59,90,63,85,78,33,90,70,57,52,56,10,15
1,38,10,95,85,68,92,18,4,28,54,52,8,55,59,65,62,93,95,91,48,89,52,89,59,49,59,49,92,87,45,65,30,81,93,23,20,79,10,64,63,57,12,87,99,89,40,79,2,71,58,23,83,2,22,43,18,33,39,22,92,58,4,69,42,19,91,86,73,87,49,55,57,3,74,76,62,85,59,35,49,14,61,67,39,23,47,28,19,9,76,36,52,59,96,92,48,74,81,15,67,46,29,61,63,66,47,50,44,23,8,94,66,28,32,50,35,45,60,18,29,61
2,21,39,23,80,19,56,56,23,77,27,73,54,50,51,87,94,95,20,97,59,48,51,7,98,69,90,28,81,74,65,70,73,58,85,21,58,94,13,53,63,54,67,69,42,93,59,50,66,91,92,76,63,38,82,82,90,72,29,35,81,12,73,96,54,77,86,71,66,26,86,75,91,47,29,60,6,45,21,74,50,20,46,41,27,96,38,2,76,93,38,89,97,91,95,4,94,32,92,11,34,79,84,74,10,34,76,4,11,39,75,59,71,98,26,29,92,15,50,6,42,59
3,25,40,87,2,79,44,53,63,52,56,92,40,82,95,2,46,85,14,25,45,54,16,68,14,62,48,16,98,2,42,40,5,55,74,24,60,59,93,82,77,99,60,64,54,29,15,64,96,88,87,81,83,47,40,70,1,50,36,25,65,99,32,71,3,92,27,20,83,61,33,51,66,73,0,78,33,90,74,15,60,15,7,77,18,27,90,18,5,8,18,8,85,58,17,93,55,68,47,92,95,2,27,21,74,57,89,34,3,84,54,64,67,31,1,62,0,33,93,96,80,1
4,11,81,12,39,38,53,42,34,49,41,26,15,77,7,91,68,21,42,82,13,72,47,16,83,9,66,85,82,45,75,89,49,31,87,45,52,20,51,35,22,57,8,64,40,32,42,99,8,12,10,10,46,70,50,10,45,67,83,44,82,17,59,37,80,84,0,23,35,72,75,91,83,57,88,47,78,58,94,90,95,46,55,39,43,46,80,59,75,22,49,4,39,81,57,73,54,97,16,12,20,14,37,79,67,96,14,85,45,84,7,96,67,55,12,18,65,78,89,91,62,56
5,92,65,19,18,99,40,65,56,33,30,34,77,0,89,38,2,36,91,9,12,28,85,40,49,1,22,21,91,48,8,89,49,60,15,54,12,59,15,61,35,37,29,42,99,33,26,32,51,68,50,89,77,36,54,37,99,92,36,88,95,56,27,86,33,92,26,47,22,48,32,9,81,1,68,34,99,83,17,96,18,95,85,95,19,20,3,22,63,18,3,63,93,85,67,42,92,81,70,14,43,60,29,40,62,60,88,46,78,83,57,10,3,82,18,85,98,1,20,55,41,90
6,13,17,46,72,72,56,12,3,75,14,95,13,83,40,3,44,5,95,96,4,78,4,30,68,93,53,26,92,81,83,80,73,81,20,73,0,20,78,62,66,24,48,93,60,66,59,4,19,97,39,1,14,43,48,4,17,51,61,63,49,27,60,57,52,34,34,23,1,2,42,82,49,61,63,18,32,61,72,27,98,85,98,7,45,49,65,69,6,50,41,99,20,72,19,80,45,9,85,91,74,53,56,54,2,1,31,66,23,73,17,29,9,17,16,9,73,23,17,67,61,68
7,87,38,50,83,22,2,37,46,26,2,13,52,50,70,71,67,98,27,23,96,87,48,65,93,92,80,9,68,2,60,43,66,13,37,45,50,69,24,37,84,91,70,70,87,27,1,75,79,73,98,90,88,91,34,89,25,27,21,1,69,33,22,40,36,26,89,95,33,2,55,36,13,89,17,7,28,95,88,91,9,73,17,58,24,56,81,20,67,22,65,54,75,21,13,54,36,18,61,46,4,42,50,9,99,75,86,53,46,47,78,29,15,39,3,99,16,91,3,63,80,21
8,61,66,53,24,75,63,74,15,27,26,33,58,83,64,23,44,36,23,85,85,88,97,99,38,94,56,73,61,39,4,43,57,40,32,78,78,25,82,83,86,46,86,70,58,8,33,25,7,82,28,94,43,19,63,67,40,13,51,25,4,75,56,7,2,37,26,53,88,76,19,13,1,74,96,14,21,4,54,95,53,3,74,16,68,32,0,62,9,60,75,27,17,72,80,6,2,41,43,69,12,66,56,38,46,77,18,50,91,9,23,48,17,17,36,23,25,77,92,20,98,7
9,47,22,53,92,9,9,92,3,15,29,42,25,61,59,92,79,47,26,84,89,86,22,65,56,94,58,85,60,99,76,0,96,84,12,3,66,71,66,21,84,23,59,11,25,22,58,92,20,39,8,52,10,75,77,47,91,59,58,83,9,89,37,29,48,68,25,54,37,56,18,98,62,23,7,55,20,27,44,71,31,18,95,52,44,29,43,12,97,90,49,57,95,50,52,77,64,44,51,58,95,6,86,20,3,29,53,67,24,76,53,90,53,85,81,32,83,66,92,72,79,29
10,50,5,45,58,49,99,88,54,96,18,56,77,4,75,61,41,59,86,25,86,28,85,47,90,68,79,51,18,51,40,27,84,61,60,14,29,88,73,53,72,51,11,92,91,37,36,97,28,43,64,56,74,40,3,9,80,15,51,28,88,63,72,92,37,49,76,94,82,8,66,74,47,43,84,32,11,72,44,44,5,64,56,44,84,5,32,90,58,47,84,63,29,66,14,41,47,80,32,35,19,73,49,44,75,27,20,41,10,78,35,10,99,54,46,26,57,77,89,56,96,54
11,73,84,29,66,66,54,28,24,13,67,25,95,58,72,67,29,43,21,66,98,41,48,39,60,44,54,54,53,6,13,27,71,53,55,44,32,31,88,84,11,16,31,86,65,56,74,33,11,60,91,76,22,54,15,8,14,1,27,31,16,50,76,89,80,74,67,83,60,66,23,97,35,68,58,98,52,93,21,75,20,92,58,3,9,27,27,7,13,95,89,49,52,33,42,29,86,7,54,32,30,9,22,12,48,26,98,69,36,8,78,25,89,7,26,7,5,98,83,33,20,35
12,3,26,19,62,79,93,18,33,32,13,72,20,8,9,13,81,1,63,12,83,76,15,92,31,19,66,81,67,3,78,12,97,19,93,2,85,30,22,72,43,77,72,32,48,5,61,54,21,49,21,92,47,77,3,99,40,16,23,52,72,49,61,94,50,82,40,57,95,15,81,47,85,93,61,39,24,56,66,29,55,98,98,52,66,38,34,82,86,83,1,91,82,29,21,94,7,98,66,48,86,16,5,85,24,33,21,79,35,95,36,61,69,1,61,49,35,22,62,38,36,7
13,77,35,51,32,95,43,46,78,44,65,7,4,7,82,98,30,97,6,32,53,48,13,51,81,7,37,28,96,96,47,37,82,20,91,96,44,53,4,46,42,36,84,96,13,72,1,23,48,30,39,11,44,80,16,90,59,78,18,81,92,43,63,41,46,89,18,11,32,46,59,21,80,66,67,31,98,40,42,72,4,80,71,32,42,37,61,67,82,67,39,88,42,36,4,5,59,53,12,87,93,13,81,22,89,16,5,72,58,82,28,13,78,4,20,16,34,47,80,73,10,88
14,49,25,99,12,47,78,85,62,92,3,6,16,25,84,59,49,47,71,82,46,99,92,37,85,91,53,73,34,61,56,29,73,28,3,0,27,2,57,50,5,12,85,74,57,20,67,96,93,49,41,49,82,82,5,54,53,87,58,91,45,33,40,54,37,94,82,5,1,67,39,36,77,85,47,99,84,45,65,25,88,2,19,24,20,68,61,44,50,88,65,30,1,50,63,96,18,7,91,4,87,36,51,68,21,96,61,9,82,25,84,42,19,27,69,95,49,66,68,82,36,5
15,51,67,44,15,29,87,3,76,97,28,67,59,34,51,51,54,67,99,74,17,24,82,67,31,98,1,50,16,3,47,3,73,25,50,27,53,40,92,32,15,42,66,84,46,14,35,18,56,6,83,70,14,28,8,80,51,13,11,59,89,31,9,55,32,36,85,2,28,90,70,67,56,91,78,45,1,76,59,92,13,61,88,57,31,91,9,84,55,30,23,7,95,82,15,60,73,41,18,67,66,2,74,0,78,47,78,72,55,54,89,81,16,15,33,96,13,99,99,97,44,23
16,43,75,51,63,11,89,41,51,97,82,5,24,33,18,62,7,1,24,71,46,99,10,68,7,89,50,96,85,52,59,20,43,61,13,9,85,8,99,23,34,58,44,57,95,14,42,94,72,9,2,90,86,91,96,21,39,69,80,3,17,50,99,45,69,41,23,53,62,37,64,72,44,79,62,86,22,0,45,32,73,15,93,29,52,62,62,86,74,3,34,90,48,29,10,33,33,21,28,49,84,72,69,83,27,19,30,41,57,71,61,32,78,59,94,41,77,19,12,11,21,49
17,41,54,36,6,70,68,51,31,2,25,71,77,90,20,76,73,77,34,61,10,54,98,94,26,88,11,43,37,59,10,23,52,12,53,37,10,66,28,67,23,94,31,88,54,83,87,82,40,36,1,22,70,24,63,58,3,8,18,61,70,61,93,19,27,84,21,80,36,23,49,3,12,63,17,46,98,58,97,21,98,99,11,20,47,27,79,9,85,81,85,45,82,82,86,38,88,53,67,26,38,51,94,41,29,74,74,87,2,86,28,86,11,78,38,80,8,99,27,39,56,20
18,1,97,47,51,8,7,20,58,3,27,88,20,30,75,55,32,66,12,66,3,21,19,72,12,70,12,9,99,33,64,43,26,30,22,31,14,86,77,11,56,20,78,13,62,2,52,32,53,2,96,8,25,2,47,8,6,76,33,88,65,76,74,16,0,73,16,75,54,15,22,89,47,63,4,58,74,81,46,77,17,82,71,40,73,85,27,16,53,11,47,87,98,17,17,29,84,63,52,70,13,84,93,97,75,7,59,75,77,49,60,30,43,96,33,34,62,24,18,27,57,11
19,28,25,80,37,60,44,23,3,98,30,48,58,35,65,85,68,21,19,45,55,4,73,0,0,49,87,98,17,41,89,3,12,1,74,74,70,3,5,87,61,99,35,42,60,23,73,53,8,20,16,52,53,74,99,44,43,49,54,65,35,59,88,37,24,16,36,75,90,19,42,21,66,81,18,72,54,20,62,37,99,69,73,33,61,2,33,74,91,37,92,85,58,10,7,53,83,29,30,13,12,12,52,45,96,10,56,79,71,61,34,64,24,82,96,20,97,76,84,47,43,68
20,94,36,24,59,10,89,41,24,27,43,61,96,45,60,35,43,4,16,79,51,78,86,86,36,97,64,43,85,11,31,35,76,95,55,9,32,28,49,96,99,41,13,88,34,31,88,1,52,36,75,60,61,72,59,32,14,63,43,47,61,13,17,5,0,71,25,67,59,48,96,30,56,15,18,75,29,27,82,64,28,37,30,26,86,60,40,88,62,36,54,71,44,36,21,31,52,24,87,17,15,17,17,5,13,55,61,29,60,50,48,26,93,47,98,39,16,67,22,96,16,36
