,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
0,68,99,33,27,65,77,19,22,58,97,98,27,43,90,24,25,41,17,21,17,26,62,69,51,97,99,27,56,30,90,97,32,68,27,76,71,65,48,32,22,21,69,37,74,38,95,34,17,28,24,54,15,3,86,35,7,59,62,30,4,69,93,82,97,41,85,65,59,16,48,37,99,63,46,57,37,16,34,85,82,30,59,30,65,59,20,63,96,72,35,72,49,35,85,3,26,54,26,50,83,96,49,34,55,59,68,60,57,33,60,38,58,86,44,4,95,76,56,84,21,71
1,22,28,83,1,73,84,33,73,85,17,83,49,79,64,21,21,56,33,55,5,6,87,97,30,69,56,84,21,12,67,81,12,94,28,47,87,6,37,2,68,60,66,2,78,65,86,77,24,90,71,4,10,23,46,11,66,39,33,35,79,46,90,4,0,32,38,80,17,97,56,39,16,25,14,85,61,11,33,97,31,23,42,17,71,15,23,68,7,2,72,29,42,20,13,82,98,1,18,88,82,91,93,27,7,81,6,81,45,1,83,49,21,53,55,40,4,61,64,88,54,45
2,1,77,92,9,87,73,93,56,47,10,3,34,61,57,35,9,65,65,40,44,77,66,24,11,80,35,96,40,3,37,21,42,30,11,32,57,49,68,66,53,60,82,11,25,27,69,41,32,41,79,58,0,71,55,37,1,31,81,22,68,69,37,77,41,0,66,44,40,84,55,94,70,96,67,33,4,93,19,77,22,25,81,42,57,2,42,69,86,70,49,47,64,23,27,23,73,21,63,6,75,66,57,1,9,93,49,56,39,14,16,76,83,67,40,14,37,86,64,85,59,65
3,14,89,69,83,40,37,6,70,49,97,40,10,87,6,0,18,78,26,9,84,58,38,11,89,8,3,11,78,32,51,96,47,27,91,1,75,30,86,82,83,24,47,84,70,2,63,25,93,64,61,10,19,38,79,14,81,7,3,83,69,88,12,14,31,61,90,67,25,36,87,69,62,85,34,77,43,85,36,80,95,61,28,12,94,81,3,78,60,97,45,22,42,20,24,11,63,51,24,20,37,36,20,35,81,75,41,18,86,47,44,82,45,46,1,25,80,47,63,3,81,60
4,91,90,31,28,58,26,57,79,88,50,98,75,91,23,66,0,44,85,43,26,55,14,7,94,51,94,85,94,12,61,12,22,14,72,35,36,72,91,93,46,82,83,30,85,47,31,48,37,73,22,27,63,18,74,40,8,31,84,76,0,48,28,35,24,46,48,85,30,65,79,96,13,92,67,86,82,68,44,38,52,35,48,25,6,90,82,51,27,5,15,60,78,95,51,2,6,87,49,8,49,16,85,33,76,50,52,5,62,89,49,64,51,76,99,7,42,15,82,73,66,31
5,41,20,18,54,74,67,30,14,76,4,82,31,66,7,49,96,31,6,96,70,49,93,98,49,10,27,1,99,85,70,52,66,39,15,17,41,77,41,1,30,79,41,78,4,75,78,1,63,19,84,7,54,58,30,40,14,7,45,94,39,48,11,10,25,74,20,87,75,47,82,92,96,42,55,48,41,64,35,66,52,24,90,8,31,75,21,56,4,3,8,93,46,42,41,89,27,36,30,63,87,54,11,12,37,22,85,86,10,70,60,90,54,9,77,68,39,81,78,16,61,68
6,89,41,77,39,72,99,33,21,87,72,66,68,53,95,63,74,15,78,37,80,48,86,94,93,17,8,36,26,54,17,25,13,41,34,1,18,96,60,44,71,24,77,84,18,3,91,98,33,49,71,24,73,46,79,85,77,37,55,40,74,15,13,22,30,52,25,88,31,27,79,13,5,31,26,3,12,44,99,75,99,77,78,26,94,52,94,96,38,46,83,25,34,91,62,53,67,58,4,66,23,97,20,94,0,8,84,28,73,38,75,51,26,8,40,17,52,34,6,48,83,26
7,79,24,84,31,25,76,78,11,62,25,96,51,11,9,80,50,53,19,3,20,49,86,13,7,95,89,15,49,66,99,38,31,96,85,25,29,18,92,79,40,67,60,77,81,79,72,77,5,33,89,48,61,56,95,60,60,69,34,33,6,34,53,69,47,13,8,46,29,92,93,52,70,65,35,68,71,82,80,33,44,54,16,4,78,33,24,67,30,58,46,33,43,22,45,72,5,35,74,93,44,3,56,70,4,5,61,69,44,90,84,8,59,47,24,67,48,77,91,25,48,49
8,93,56,33,92,1,25,7,19,9,53,12,12,42,44,34,62,16,83,46,0,46,29,6,0,76,56,31,87,95,45,48,10,98,3,37,92,44,89,28,40,75,2,77,48,51,77,57,49,86,90,46,69,89,23,40,95,64,74,51,99,80,5,27,79,69,92,61,16,83,2,90,42,46,43,74,93,33,12,86,21,29,5,4,67,6,27,14,64,92,20,7,29,27,46,32,67,19,50,3,4,11,77,80,54,61,59,60,57,93,23,81,52,29,87,53,83,95,57,62,17,14
9,89,51,79,47,79,63,64,51,0,31,27,88,45,83,37,71,79,88,72,65,26,8,80,43,2,89,67,53,67,75,38,54,20,51,57,19,63,76,6,41,58,2,59,51,78,39,56,38,31,90,0,72,9,98,69,29,0,28,69,60,21,92,21,51,35,64,52,56,76,92,92,40,99,13,82,67,76,11,68,26,56,36,64,50,57,54,1,73,54,88,43,75,77,77,26,76,28,53,52,50,26,33,77,23,84,6,62,40,9,82,50,70,79,59,52,79,90,28,55,35,93
