,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
0,55,99,31,32,55,87,75,15,49,70,1,61,84,56,64,22,56,64,35,90,9,16,6,69,36,43,84,32,99,53,66,82,53,80,0,76,41,69,51,16,53,34,76,45,30,94,72,9,86,43,43,18,14,44,34,76,59,24,32,7,10,23,81,39,34,3,39,88,84,33,32,39,43,78,82,89,52,8,38,97,53,18,73,7,99,94,26,27,9,47,65,45,84,65,18,41,89,16,37,60,12,84,11,16,7,95,86,70,25,6,2,99,3,48,44,34,61,23,17,36,10
1,74,41,39,43,41,18,79,50,45,4,1,78,74,94,84,53,32,78,43,23,33,64,23,87,58,76,27,99,50,40,78,10,33,26,69,92,58,49,30,67,27,33,69,17,42,35,41,25,8,55,19,62,86,67,19,10,2,1,43,3,61,64,57,11,20,16,58,11,72,11,74,2,28,21,72,19,21,1,44,69,91,22,54,73,20,45,63,61,78,3,34,47,41,18,10,42,91,86,17,19,78,7,27,26,12,40,39,16,20,20,49,4,20,8,20,84,6,6,81,36,42
2,82,15,57,1,61,63,49,68,29,42,58,64,48,17,47,62,27,68,8,79,4,61,71,19,2,42,18,9,79,29,9,30,35,35,60,63,93,16,25,85,45,54,76,18,52,66,3,34,72,87,31,56,44,89,62,49,74,86,64,79,23,32,28,48,7,23,36,76,27,46,76,3,75,89,18,93,22,20,60,14,13,56,47,86,35,81,24,53,68,44,8,45,64,67,9,36,41,20,67,6,56,5,79,61,78,98,0,39,85,89,2,31,59,29,87,7,82,50,42,74,15
3,54,25,1,39,0,5,10,45,9,94,79,32,18,69,25,63,55,53,23,75,13,8,31,24,44,94,48,90,69,28,32,56,89,78,41,13,25,68,68,19,40,4,33,10,54,38,87,4,19,56,40,28,47,88,18,58,35,40,54,67,45,96,67,29,5,30,58,55,42,30,92,27,78,12,30,69,75,21,49,78,54,58,16,14,0,77,60,66,8,47,64,85,9,25,52,67,9,6,55,46,93,46,54,29,6,6,65,36,58,83,7,19,51,88,6,0,36,26,94,20,3
4,20,19,10,66,32,47,91,7,13,66,65,10,66,99,42,32,6,65,31,39,42,26,21,35,95,7,97,41,9,13,93,18,83,81,12,17,1,53,50,87,20,36,26,71,15,87,27,0,28,97,90,46,50,29,62,96,73,3,35,57,66,74,19,19,18,18,77,63,62,73,20,83,88,1,29,2,68,14,12,28,38,73,68,7,35,79,99,30,91,49,65,89,99,40,57,11,64,12,90,29,67,21,62,26,92,64,69,17,71,52,35,54,60,37,14,61,23,52,98,73,30
5,96,4,14,82,50,28,18,96,72,28,69,49,72,1,50,38,80,47,55,19,57,90,45,98,54,80,43,35,65,25,94,72,96,90,92,79,17,42,34,15,43,18,58,43,53,60,19,17,72,49,59,32,72,10,94,20,18,2,20,27,26,35,75,2,66,81,17,83,84,24,35,38,66,35,49,69,0,7,29,6,14,83,92,21,61,97,0,76,20,91,16,48,36,61,65,67,77,56,17,42,87,45,69,67,32,9,25,41,37,55,39,11,28,92,8,38,96,98,2,64,74
6,45,29,45,17,28,33,97,36,16,73,22,22,51,62,19,59,50,69,12,30,49,35,95,21,5,7,75,94,66,77,5,75,57,15,31,30,4,80,91,57,53,79,80,45,45,66,97,13,33,86,81,12,66,57,24,88,14,21,23,56,17,18,10,95,15,72,3,9,57,26,10,32,53,70,66,26,46,28,95,0,50,64,51,27,38,6,61,28,92,9,10,10,92,89,30,8,63,93,45,50,38,64,9,65,41,25,31,71,32,52,20,91,36,23,2,25,17,48,67,81,57
7,35,96,3,68,29,50,47,23,16,2,96,3,77,13,31,31,21,96,44,23,8,22,94,6,68,76,47,44,37,42,95,24,92,52,8,57,78,55,44,56,3,22,50,48,85,67,36,41,57,55,8,7,33,92,91,72,87,82,81,7,7,18,39,84,32,59,51,63,46,48,11,21,50,1,50,37,21,8,52,0,91,60,78,62,99,93,83,42,49,57,53,53,45,91,58,36,89,69,25,12,34,72,74,8,32,69,66,97,82,18,30,32,31,89,57,79,74,91,63,58,46
8,79,20,86,0,54,35,43,93,4,13,73,72,9,10,47,63,54,80,71,97,91,71,23,42,64,15,26,18,94,55,44,88,56,21,38,67,35,44,93,58,21,1,12,20,90,70,38,38,14,55,84,96,50,75,34,4,5,78,6,3,44,95,36,22,67,15,69,57,83,76,3,50,34,50,8,25,78,14,42,34,92,14,37,72,64,92,83,47,18,53,9,9,56,69,26,70,43,59,53,20,65,20,0,43,98,22,33,72,46,46,62,64,68,48,12,86,94,70,84,10,68
9,20,1,14,22,44,21,37,75,6,15,29,33,34,82,63,57,54,19,24,99,77,91,91,90,75,0,21,46,36,95,34,53,38,24,33,45,43,51,80,24,59,13,83,14,56,48,77,23,32,84,28,73,56,68,14,0,33,77,63,41,42,30,64,33,81,34,8,51,41,37,58,33,9,49,96,81,9,79,51,70,25,37,35,40,71,27,71,70,18,70,21,28,60,54,21,29,99,11,29,33,44,75,82,21,40,58,79,82,97,12,3,45,60,79,8,75,27,40,0,69,42
