,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
0,98,77,30,16,47,14,88,58,83,66,45,6,12,24,50,43,43,2,72,57,96,49,5,5,13,77,75,97,94,68,78,38,99,83,73,93,7,47,6,16,68,30,61,13,54,49,85,78,14,89,70,40,97,78,38,65,75,11,3,13,66,15,56,0,78,16,40,97,10,11,3,34,40,51,93,89,96,3,49,84,60,26,92,82,72,26,33,63,57,85,8,63,44,0,37,4,52,60,6,66,42,29,31,10,96,96,1,71,60,6,79,29,62,73,95,98,62,7,75,54,66
1,16,25,75,49,41,23,15,94,1,51,90,41,24,40,73,53,58,83,6,0,17,30,99,0,95,7,22,3,5,24,80,61,84,94,4,97,72,77,14,5,79,76,20,42,27,26,93,59,96,61,51,37,45,6,4,9,6,21,36,63,10,41,47,62,44,42,18,64,47,51,65,23,43,15,93,72,96,20,62,13,17,9,1,41,51,5,43,34,0,0,44,87,11,8,35,59,10,39,20,2,98,32,33,52,98,92,32,61,51,61,26,19,22,16,86,53,25,59,46,29,64
2,60,58,16,34,93,64,75,89,78,21,98,53,62,78,25,98,13,0,53,90,23,89,46,49,40,51,43,40,41,91,18,88,55,44,66,0,61,78,71,93,62,46,50,20,17,97,5,3,20,16,90,75,70,53,44,60,73,5,20,46,92,59,26,85,54,74,11,32,8,68,93,54,17,95,67,13,75,17,45,28,73,26,33,12,52,38,15,99,85,3,82,18,36,67,91,71,96,24,16,74,97,39,73,26,1,77,0,39,19,83,62,8,69,19,91,59,48,87,62,1,80
3,75,77,81,71,13,67,51,17,10,90,5,55,26,12,29,89,52,95,95,46,82,55,70,43,30,1,94,83,50,89,51,50,37,72,88,42,19,85,26,73,66,4,42,32,33,40,42,41,74,33,44,66,54,3,57,75,24,57,4,39,72,22,26,16,36,69,8,92,95,11,62,13,79,98,71,99,37,38,61,1,81,15,52,87,35,68,5,76,22,94,92,5,16,3,46,72,92,58,79,14,27,44,25,81,44,50,13,63,98,22,3,84,73,64,51,79,94,49,41,23,95
4,38,88,67,96,59,14,57,4,62,48,29,87,67,19,9,79,31,91,16,49,43,33,76,51,65,0,80,99,26,42,2,50,93,11,41,96,32,46,46,81,83,44,24,18,4,50,26,80,50,36,25,15,32,37,56,87,72,37,74,24,77,79,16,56,75,2,88,78,48,7,90,3,8,26,25,87,89,72,66,97,89,69,95,94,87,20,57,5,50,39,20,51,81,45,2,1,98,41,2,17,51,25,8,12,16,89,68,84,90,10,35,65,66,39,88,97,69,94,18,65,3
5,74,99,46,32,36,75,14,2,39,2,59,49,22,2,39,28,73,92,1,97,4,86,8,61,30,69,39,30,88,71,19,91,52,93,80,32,79,51,65,75,97,71,54,60,24,83,92,91,68,59,91,86,54,69,52,72,3,46,1,78,60,72,27,98,43,95,18,98,83,8,93,62,6,88,24,52,50,55,80,15,53,47,24,87,47,61,85,42,94,0,68,30,59,71,89,89,99,8,67,4,48,30,56,9,49,68,33,28,11,39,77,63,20,31,21,33,89,64,55,22,63
6,65,54,55,45,79,49,29,68,23,39,39,26,70,48,2,96,92,37,88,14,88,80,73,20,61,92,90,82,26,10,89,80,43,8,15,15,78,94,25,42,16,97,95,80,24,68,19,34,39,27,80,36,11,38,65,50,4,92,7,95,55,53,99,31,53,8,95,25,67,82,14,58,91,72,33,95,63,62,35,86,93,88,90,3,14,57,69,98,48,7,93,89,76,46,99,49,70,94,64,10,33,49,6,37,95,12,28,34,39,67,72,17,45,58,77,1,2,43,85,77,28
7,65,32,21,31,15,58,62,8,16,57,61,90,64,41,10,4,42,88,57,90,28,40,32,74,40,9,55,6,2,93,35,32,59,6,88,6,74,62,60,36,86,56,76,27,65,86,20,72,77,77,24,49,58,11,68,68,39,20,64,30,49,15,64,61,6,87,34,48,31,15,10,43,78,32,3,17,55,54,92,94,56,79,30,85,5,81,15,22,57,68,44,11,6,98,4,59,58,58,81,18,47,13,37,46,87,98,78,72,56,61,12,75,94,56,3,85,47,54,82,90,63
8,79,44,10,25,23,92,1,88,2,88,65,22,34,64,82,0,35,59,8,2,0,81,34,73,42,84,11,60,35,40,71,20,74,81,12,74,7,62,28,30,47,56,39,91,48,82,97,41,94,34,95,16,28,30,24,86,86,70,97,31,11,62,89,93,37,0,85,94,63,30,6,23,27,16,17,39,2,71,95,37,83,47,60,42,2,19,91,52,1,90,96,39,64,22,26,99,61,67,12,11,58,13,88,15,92,61,73,94,57,57,95,36,97,19,34,24,22,63,38,44,65
9,30,11,86,23,83,68,94,3,75,34,92,49,92,7,80,44,28,45,21,90,69,90,15,18,2,36,58,81,7,64,5,67,69,60,8,77,76,10,18,82,81,29,16,3,23,75,56,63,13,75,49,72,89,92,35,53,32,6,9,64,17,77,30,25,24,10,11,85,51,67,37,23,97,85,11,13,29,10,73,5,92,16,26,82,32,32,70,44,66,58,86,53,91,62,46,56,71,71,99,31,13,68,78,65,66,42,99,44,15,25,23,82,54,93,54,25,40,56,25,91,67
10,77,11,23,7,28,96,24,20,58,99,6,83,6,42,41,2,26,66,77,63,44,47,61,71,20,53,44,23,59,73,89,67,51,55,97,89,98,18,48,4,23,44,17,63,99,90,79,53,72,28,9,72,29,94,73,46,31,7,88,62,5,74,11,21,21,49,35,31,5,62,74,35,84,40,21,40,67,48,72,16,81,36,66,41,73,83,0,77,70,38,94,94,74,45,7,95,27,45,39,73,48,65,54,9,6,54,4,47,15,84,3,2,50,36,61,40,12,11,41,57,19
11,30,91,7,17,72,78,59,74,39,33,75,96,32,22,91,11,56,57,54,66,26,10,21,50,7,61,61,68,14,6,99,46,34,99,76,96,31,44,28,97,67,99,94,96,29,54,27,80,27,71,18,20,26,15,67,46,44,75,5,37,70,71,67,21,95,44,54,73,26,79,26,3,46,59,59,97,62,48,38,6,26,79,26,50,12,90,92,4,24,84,3,90,9,57,44,52,24,40,59,84,25,52,17,46,16,87,98,80,74,79,96,76,16,8,96,19,41,95,12,44,62
12,32,77,66,18,56,30,82,62,42,98,88,82,82,15,7,17,73,18,85,57,65,54,22,91,30,48,70,33,26,66,57,16,69,0,25,93,27,41,59,90,74,52,90,50,52,61,86,70,48,52,82,42,82,29,4,3,73,81,16,59,69,10,55,83,22,23,57,10,7,6,69,97,79,85,80,64,85,6,29,99,22,61,47,21,30,36,75,0,42,74,79,68,8,61,44,33,67,86,25,92,13,70,76,29,88,92,73,13,58,60,60,71,67,97,1,34,6,50,66,12,21
13,38,43,98,1,30,63,65,16,40,91,63,44,21,24,28,6,18,78,62,98,36,73,31,91,91,76,71,93,48,5,81,76,48,69,39,58,96,15,62,76,7,88,57,22,9,86,7,53,33,81,17,89,4,94,28,60,86,31,62,22,88,51,79,86,7,46,4,19,19,24,29,36,12,90,63,67,22,36,9,78,90,46,69,35,23,71,89,27,64,79,0,58,30,93,39,88,90,92,38,94,83,29,74,30,52,10,83,14,16,20,28,61,69,5,66,16,72,67,24,58,86
14,45,49,29,41,24,48,92,69,0,40,80,13,67,74,42,72,16,23,90,74,17,7,37,14,92,39,70,57,29,78,28,69,61,97,41,35,30,1,68,11,68,53,24,51,5,27,47,1,63,18,13,39,37,34,55,41,87,16,9,61,21,27,45,41,48,98,30,6,71,69,31,62,32,83,64,53,36,92,91,38,70,9,81,75,17,17,66,23,20,74,60,25,68,26,0,71,9,62,92,17,21,88,40,26,85,19,34,46,88,65,51,4,36,7,45,83,58,22,66,3,30
15,66,19,94,15,96,85,62,1,3,19,72,47,52,97,31,45,78,99,15,87,17,97,75,38,69,32,98,69,22,49,81,93,21,88,11,66,41,86,29,96,85,51,82,88,83,5,81,71,11,75,85,81,24,44,22,47,40,20,10,6,35,78,76,61,49,96,91,22,56,16,89,25,4,76,47,8,54,88,55,30,86,67,74,66,25,40,16,29,90,44,30,81,14,37,36,62,91,54,85,1,77,55,54,2,24,78,57,3,37,64,43,82,23,86,92,16,38,22,42,25,58
16,12,11,5,28,89,89,93,53,91,2,28,20,65,22,90,99,68,55,6,47,11,82,96,22,40,95,54,12,24,91,7,6,3,29,12,58,37,24,48,16,56,23,32,74,85,60,87,32,55,66,15,24,41,35,49,65,44,50,0,90,14,50,33,64,78,88,36,73,22,15,94,90,95,40,11,16,24,20,52,9,36,12,28,21,36,16,3,41,52,71,73,31,52,99,70,38,20,30,45,24,38,42,21,9,81,12,34,17,10,36,14,22,41,96,14,43,74,99,47,99,75
17,97,19,16,83,77,68,99,29,98,98,92,66,3,20,28,48,70,70,99,21,30,35,9,68,64,12,2,7,1,84,53,43,80,13,44,90,16,4,89,43,31,79,92,28,28,40,57,66,4,45,59,31,94,54,73,82,20,96,30,63,43,58,87,48,32,26,87,36,84,83,23,99,97,98,54,80,43,0,18,45,52,53,13,68,56,76,38,28,50,91,79,82,71,46,13,98,54,23,33,54,74,41,19,63,57,38,22,47,59,20,62,85,43,1,60,43,0,9,83,60,52
18,66,26,5,58,85,14,41,94,61,74,42,30,76,5,18,11,96,62,52,35,68,63,33,81,44,5,15,50,32,14,21,3,21,10,96,91,35,81,6,0,24,99,63,53,64,93,61,8,15,92,79,96,23,32,45,83,6,94,46,34,68,77,21,43,10,82,3,86,15,36,97,79,58,14,50,17,10,59,96,98,32,92,27,0,11,6,99,42,44,16,43,50,67,98,93,1,16,95,40,59,69,66,27,50,76,0,62,22,58,18,26,1,57,10,89,55,33,3,26,94,73
19,41,44,76,86,10,15,9,67,7,67,50,10,94,72,24,94,26,27,11,68,45,43,10,55,17,28,43,6,92,29,65,44,95,97,81,62,16,87,92,42,97,42,44,66,3,46,87,31,95,92,76,36,38,18,61,89,20,32,35,39,22,24,98,2,31,89,40,68,86,10,7,75,5,1,88,39,39,57,17,17,44,65,25,63,34,1,84,60,54,20,6,12,38,88,28,80,80,59,87,48,12,44,35,36,80,21,64,36,97,25,77,21,0,64,62,8,4,86,45,69,87
20,14,67,97,27,69,22,46,79,0,81,45,85,85,85,62,57,11,51,14,3,64,48,9,82,1,62,61,66,74,99,65,72,5,31,94,31,80,47,16,51,84,53,61,2,67,84,86,68,59,9,71,5,34,30,52,91,37,42,34,5,47,26,33,25,58,0,2,57,8,3,26,90,79,54,52,60,27,75,54,35,73,97,45,13,18,26,81,5,40,54,76,44,65,16,33,42,43,66,4,67,27,65,1,89,16,56,69,73,18,48,88,42,49,32,15,58,46,6,17,68,92
21,15,21,46,86,6,49,55,40,40,35,90,97,0,56,1,48,59,97,62,73,1,81,7,25,22,5,29,89,2,63,47,6,40,83,17,85,68,22,74,43,21,38,68,38,46,26,76,85,85,82,84,33,2,46,62,73,35,55,41,39,12,67,42,12,81,62,94,85,88,8,6,29,60,71,35,51,56,79,81,37,96,12,62,12,46,55,72,77,63,90,19,31,88,89,81,92,97,23,8,8,60,89,44,20,22,85,92,24,7,18,99,89,85,95,86,86,54,85,10,43,20
22,58,0,51,25,82,83,60,4,92,13,13,93,29,19,63,34,18,73,82,61,3,46,67,37,64,64,68,55,50,52,77,41,81,64,27,72,18,74,68,42,41,72,32,73,19,73,89,18,61,63,17,86,41,77,66,85,21,92,90,8,55,37,39,15,73,8,45,85,16,99,76,73,59,10,11,72,35,23,32,99,99,48,97,39,59,90,43,83,72,26,15,17,32,51,15,87,65,41,21,26,60,82,48,46,41,57,16,31,45,7,24,56,35,55,43,30,40,64,97,34,89
23,50,94,44,69,95,86,11,67,98,12,1,0,55,99,24,70,79,92,78,82,94,74,97,65,93,29,36,80,6,27,1,23,71,79,14,26,88,52,63,3,78,86,1,63,19,44,92,25,7,49,8,8,46,32,69,35,87,80,85,71,31,94,48,19,28,49,50,39,95,47,57,53,73,13,21,33,27,8,52,46,17,1,36,48,80,13,80,73,53,34,12,31,86,37,34,73,8,92,70,22,43,7,51,65,45,93,10,82,92,32,98,81,98,68,91,83,92,37,27,5,95
24,97,81,98,70,16,50,46,61,38,39,39,38,80,20,11,3,44,6,88,88,61,99,23,45,37,98,57,9,43,96,84,6,53,63,44,85,79,27,61,40,58,65,21,58,1,74,37,83,46,44,73,83,48,32,67,24,43,65,29,75,40,24,29,39,83,28,92,52,66,4,91,35,22,20,33,85,54,69,30,96,60,18,7,45,99,76,24,40,62,14,92,96,35,47,97,14,84,56,44,33,36,81,8,86,2,55,31,52,53,62,73,74,59,23,17,14,28,37,65,63,71
