,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
0,9,5,82,50,29,55,91,22,52,58,84,17,19,48,58,0,91,92,74,22,51,64,45,8,44,19,95,13,63,10,8,28,19,49,31,59,85,70,70,69,16,94,34,1,73,79,70,5,44,67,42,78,12,85,43,5,76,13,59,66,88,71,1,97,88,64,24,71,62,1,29,30,97,32,59,98,42,26,69,46,87,60,73,66,29,10,70,31,59,27,99,31,65,48,50,40,51,87,36,95,72,13,49,47,35,67,41,32,94,24,91,78,76,11,62,56,49,19,17,17,60
1,28,5,85,11,86,35,25,80,12,6,19,87,63,16,51,36,0,55,89,40,58,59,69,77,85,59,26,29,44,9,13,99,13,99,95,40,64,76,89,55,90,57,17,10,7,95,58,43,97,83,64,27,10,81,8,30,21,10,75,69,61,62,59,58,50,85,83,69,66,45,71,53,72,96,37,16,38,34,49,15,34,83,21,26,44,48,99,89,90,67,94,41,90,16,29,49,46,76,86,63,38,85,44,42,62,54,66,0,39,7,73,12,86,2,20,60,58,66,61,17,13
2,23,22,74,85,14,68,71,37,64,33,32,28,52,5,82,37,57,0,56,88,89,45,94,29,4,83,63,20,15,94,1,36,62,78,26,50,53,73,97,69,11,3,29,60,82,92,82,26,40,15,11,44,60,32,38,3,19,81,26,25,71,28,28,45,9,69,52,28,24,37,53,97,14,33,68,68,64,56,75,54,33,51,55,35,87,87,24,0,32,30,89,57,32,28,58,30,35,96,93,34,49,85,56,32,41,70,45,76,33,75,80,12,16,47,43,99,68,1,2,9,45
3,52,20,38,0,79,99,52,99,83,87,34,7,93,32,72,21,91,21,28,83,80,63,43,26,96,97,14,23,35,58,54,3,63,8,70,94,5,5,85,90,44,77,40,83,63,92,90,24,4,47,90,24,5,19,9,19,8,62,10,57,99,14,85,61,98,12,75,6,44,61,25,47,18,28,48,88,98,58,88,71,72,17,90,58,99,47,81,22,86,58,12,49,28,64,89,46,90,12,76,57,6,98,60,23,17,30,38,36,11,11,19,61,49,19,53,96,10,83,43,48,27
4,88,27,58,85,4,58,52,82,98,24,5,43,53,35,47,35,19,2,43,76,96,27,1,4,59,96,62,72,74,29,11,38,59,42,28,57,75,32,55,11,80,83,23,17,31,57,30,57,0,72,22,27,1,43,98,69,42,67,46,21,93,0,91,44,33,99,34,57,27,58,69,80,51,77,5,40,21,83,51,40,80,90,47,27,16,49,67,44,38,79,98,7,44,0,80,44,70,33,70,37,53,24,34,78,11,1,71,6,41,69,43,95,2,90,78,14,83,96,33,99,40
5,44,39,7,15,12,61,32,77,41,56,90,94,31,68,13,13,5,10,75,3,79,81,41,27,95,42,23,79,99,18,52,40,1,99,75,3,95,78,24,38,20,55,45,91,30,62,24,23,73,90,34,79,55,62,39,52,89,67,61,13,96,27,95,32,83,2,92,60,90,86,85,84,85,91,36,77,35,31,95,94,83,79,91,74,25,60,74,36,34,64,62,21,18,35,54,7,7,89,7,47,55,95,22,91,79,91,7,52,52,42,62,96,37,49,5,23,68,39,76,67,59
6,66,20,10,28,62,8,93,52,63,74,74,34,59,25,12,13,33,25,19,91,16,53,75,13,88,80,37,17,36,6,24,33,28,78,81,50,10,16,38,64,2,18,94,12,8,20,23,66,79,17,28,15,17,35,93,20,50,32,89,46,78,40,58,4,98,99,9,23,15,16,37,99,98,65,14,63,36,79,66,14,25,67,49,15,10,35,5,36,43,13,68,36,92,16,75,95,24,14,6,71,16,44,30,39,34,75,52,10,64,83,2,38,60,66,67,33,67,70,71,55,51
7,56,35,32,64,11,38,61,34,22,56,70,65,47,89,85,76,66,51,60,29,90,0,45,88,70,14,97,85,91,1,72,73,82,51,39,53,23,63,38,26,1,94,39,84,69,10,95,77,62,14,17,82,48,63,78,66,18,41,1,56,87,36,83,85,27,64,3,47,12,11,79,23,28,29,78,89,77,49,17,56,70,17,32,15,48,33,83,41,15,41,9,75,31,88,7,25,17,28,34,86,45,80,13,5,40,90,43,10,50,74,40,8,91,59,67,36,2,60,44,31,33
8,39,38,27,22,56,16,97,89,54,61,3,31,60,75,90,49,90,99,75,1,23,68,47,21,91,43,80,48,37,50,24,93,67,28,50,13,18,59,44,11,83,19,30,9,33,94,4,88,20,93,53,40,42,98,28,13,88,30,0,12,23,72,29,8,3,76,36,84,25,95,23,71,47,20,71,53,95,47,19,56,7,4,56,77,17,95,53,89,17,36,26,30,62,41,69,90,48,66,97,88,62,54,91,15,31,79,57,14,25,40,62,38,35,63,89,81,3,74,88,62,14
9,33,14,19,41,7,73,28,83,14,65,8,19,49,75,48,61,37,35,40,39,73,27,63,69,81,96,21,16,88,32,5,43,85,29,35,56,10,17,38,86,48,99,56,69,69,55,91,92,42,62,52,41,25,39,43,0,76,40,66,49,89,94,25,84,28,82,46,49,76,5,36,75,6,32,52,73,13,93,89,49,45,68,27,36,12,93,1,6,53,66,86,29,56,52,23,56,32,15,31,2,37,35,99,27,86,98,95,84,64,74,38,49,0,25,85,22,56,21,70,16,66
