,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
0,3,46,94,49,51,38,35,99,55,81,99,17,2,56,25,64,14,69,17,80,68,41,17,56,89,27,60,56,20,44,95,93,72,96,40,55,25,12,95,69,89,89,55,41,32,0,89,42,5,84,98,23,90,78,14,65,42,64,83,9,76,34,31,71,59,45,62,66,30,1,38,78,60,81,25,37,53,1,37,78,19,14,40,79,10,48,63,75,43,9,34,43,12,6,96,23,89,75,25,19,5,24,15,86,6,45,79,13,69,96,54,62,1,62,87,95,36,57,39,10,13
1,13,81,43,52,70,42,5,25,69,61,30,38,90,70,60,51,25,7,24,26,32,31,97,18,85,60,33,98,39,31,29,89,83,53,25,76,27,23,81,95,36,63,68,55,70,80,27,66,24,32,64,63,74,92,3,69,35,36,89,99,9,49,55,72,77,18,28,54,12,93,20,25,0,92,79,25,62,63,27,8,48,95,17,38,36,80,46,34,94,24,7,22,55,66,59,35,60,75,97,82,80,49,31,53,30,60,53,28,46,77,12,99,30,45,63,54,33,45,75,32,59
2,84,52,25,40,99,29,32,61,21,31,18,61,57,79,42,58,41,29,51,77,42,53,51,14,43,84,49,51,17,89,97,65,36,56,26,97,28,43,28,74,99,34,58,39,33,11,57,26,83,34,10,44,78,55,4,59,40,97,98,8,7,2,44,49,14,56,49,71,9,3,74,19,67,15,94,71,53,25,90,1,67,45,16,26,92,90,11,39,53,51,24,37,11,60,41,88,45,60,33,62,53,94,69,1,95,96,76,56,14,20,40,57,18,20,53,83,34,89,13,3,14
3,70,98,95,97,24,39,43,88,70,78,49,72,90,40,3,63,63,68,79,23,20,59,73,3,72,9,16,33,8,71,54,9,64,98,12,6,64,60,97,35,54,16,12,15,79,22,11,21,60,14,42,62,98,50,36,63,81,5,95,66,66,2,46,16,13,86,46,28,98,32,5,28,89,34,15,81,66,13,78,58,26,22,86,5,36,51,55,83,22,92,23,36,25,22,36,86,6,6,54,65,27,89,94,97,68,6,1,79,98,53,48,41,61,76,62,71,66,30,77,29,5
4,93,77,14,74,64,59,25,25,27,9,79,35,71,33,13,28,36,89,64,89,24,36,51,8,38,77,79,73,36,51,47,0,53,5,48,50,90,67,99,54,61,42,64,72,44,15,2,36,17,90,67,57,49,64,20,89,96,33,19,5,83,6,5,14,65,84,3,75,81,3,69,55,60,40,14,57,68,29,79,48,73,36,15,26,50,10,60,29,22,7,44,27,65,16,31,23,56,91,25,45,51,31,80,10,81,14,67,21,24,58,27,66,83,19,5,72,63,53,65,24,13
5,23,50,66,43,46,50,29,0,65,66,16,96,28,4,86,49,98,54,50,49,98,74,70,46,29,25,42,79,26,94,82,24,61,44,27,95,90,45,44,30,54,57,19,15,32,33,96,0,43,11,3,20,6,6,52,53,90,14,63,7,80,93,1,30,75,82,2,22,51,64,42,55,94,23,85,4,82,6,27,34,53,25,53,1,76,57,14,39,26,15,6,35,86,53,55,34,58,64,72,36,83,90,61,36,79,23,45,78,71,33,65,71,27,85,2,4,96,5,51,60,44
6,59,11,34,20,77,39,36,60,34,90,75,55,6,88,3,6,37,44,16,72,56,28,21,73,20,29,86,10,73,85,28,92,6,46,8,39,77,5,63,25,26,51,48,49,21,70,40,86,32,69,82,87,65,86,17,51,45,53,78,47,65,2,44,84,79,67,55,38,70,26,43,0,49,2,24,53,82,49,29,37,86,75,41,0,34,63,62,53,3,44,29,67,51,26,44,77,37,22,18,9,86,55,87,80,68,99,14,91,65,47,63,60,27,9,60,27,46,9,94,24,22
7,35,25,34,11,65,80,98,37,91,1,29,3,55,3,80,62,71,72,9,2,18,91,76,46,86,49,80,75,28,52,80,38,46,10,62,6,86,71,1,31,28,95,43,38,50,11,60,65,59,5,39,19,67,31,9,88,93,83,80,73,92,14,12,89,72,34,87,29,45,80,91,52,90,68,53,13,26,51,21,86,81,68,64,93,93,22,95,55,34,44,11,38,4,91,3,16,15,31,99,14,76,94,37,16,38,58,7,77,42,95,88,65,52,66,24,48,63,30,35,37,49
8,28,52,62,14,44,26,81,18,82,17,88,51,18,9,56,11,15,7,54,32,40,26,81,59,8,26,27,59,13,50,95,24,38,6,92,60,57,13,17,27,55,76,33,37,18,38,25,26,78,45,15,28,96,46,75,75,21,24,99,80,31,79,11,85,84,22,36,4,95,94,99,30,81,30,7,87,54,38,35,80,42,97,70,51,90,85,12,12,40,69,90,74,97,8,40,49,60,39,48,96,51,33,26,9,28,39,86,97,35,62,94,96,42,42,2,96,81,13,27,3,51
9,23,98,90,44,83,57,39,77,18,50,9,17,68,52,82,69,27,47,74,20,30,2,35,58,60,83,44,36,17,18,6,43,52,53,34,96,23,12,49,80,83,52,50,11,1,22,8,79,35,43,74,6,83,13,46,5,32,71,92,32,74,84,22,3,70,42,4,29,88,13,42,79,12,7,83,79,82,41,74,45,82,78,96,45,27,40,22,45,24,16,96,4,43,46,94,62,35,83,32,55,58,36,57,8,2,73,9,19,62,43,21,57,20,81,97,55,73,70,27,98,25
