,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
0,26,98,29,41,61,19,5,97,23,56,34,62,43,7,95,67,71,51,60,81,10,92,5,93,23,41,20,7,16,86,25,0,85,98,1,86,90,37,49,0,62,31,96,96,42,84,68,69,1,69,76,37,98,11,56,16,96,35,70,47,5,31,17,19,39,88,20,55,65,4,87,56,27,49,35,9,2,60,29,94,26,21,50,14,99,28,97,12,4,11,99,4,61,63,70,67,53,94,58,14,79,37,61,56,77,57,80,13,76,74,98,93,63,55,47,61,40,49,84,94,23
1,48,69,4,45,53,57,68,35,55,66,53,43,82,13,64,1,65,52,68,99,37,33,39,1,5,0,50,67,78,67,74,88,49,11,83,58,62,21,8,18,80,37,3,84,90,17,25,99,81,96,64,44,86,5,85,70,86,15,15,81,63,15,35,87,28,43,11,97,11,86,95,76,9,41,36,47,26,67,54,36,21,80,69,91,66,51,19,62,82,41,80,88,1,83,57,4,39,11,53,1,50,91,54,80,61,77,62,30,90,29,3,96,21,98,46,14,88,99,13,47,59
2,81,46,85,8,22,1,50,5,84,95,45,20,70,49,47,12,81,33,58,44,62,19,73,63,34,66,21,32,40,48,27,39,3,11,50,73,77,2,41,50,56,89,29,51,16,30,74,75,82,12,98,76,98,31,23,50,34,26,25,21,79,21,23,44,82,79,55,45,50,50,88,9,58,98,78,51,47,14,18,23,72,83,15,77,49,85,17,18,82,79,58,36,23,68,77,96,44,50,58,29,57,1,15,10,3,86,9,93,32,11,15,6,16,36,8,20,54,63,32,67,48
3,97,13,59,76,35,46,12,91,31,23,42,75,46,5,39,1,67,53,0,12,82,47,53,51,29,57,54,77,29,25,56,13,75,7,23,63,99,52,60,8,74,38,62,73,76,24,89,66,23,30,30,95,30,34,65,66,11,96,64,90,14,66,23,48,55,51,52,70,20,80,56,71,74,54,69,9,81,74,39,6,70,47,91,24,34,71,80,13,85,86,78,32,39,37,74,42,42,85,24,31,9,14,14,52,39,90,6,87,33,96,51,84,93,94,57,52,37,3,80,76,66
4,61,27,72,69,22,37,16,54,5,67,76,62,59,46,7,73,89,70,94,73,28,89,49,25,72,83,92,80,73,87,32,17,4,30,92,39,73,90,38,11,78,71,26,32,5,61,36,59,72,50,5,62,72,47,62,56,7,54,64,59,38,16,72,56,14,34,75,1,0,65,36,90,61,51,99,60,14,92,39,4,66,86,86,17,12,48,12,40,95,78,24,32,10,5,40,45,56,58,85,5,89,75,36,35,10,56,43,71,80,6,45,95,46,13,75,92,76,10,62,41,96
5,97,31,8,90,38,99,1,61,51,69,80,13,33,98,25,81,50,50,41,80,7,24,82,4,83,41,4,45,72,25,40,84,17,1,31,76,37,27,22,71,71,48,21,19,23,81,0,73,29,88,4,12,39,6,27,73,7,29,55,57,18,41,82,36,98,89,76,33,1,22,34,47,64,27,84,30,77,56,6,84,63,2,15,23,29,65,52,62,75,4,20,57,15,31,26,33,37,13,62,71,40,75,75,83,24,31,35,42,95,19,84,95,4,89,58,24,12,28,59,4,54
6,6,58,71,82,30,82,92,89,58,17,91,94,39,78,31,81,9,29,36,97,25,71,16,76,96,26,30,48,41,30,4,41,9,95,14,4,97,46,89,79,72,47,76,48,0,71,90,76,74,18,46,29,62,48,28,30,57,46,95,81,48,7,71,6,28,6,37,93,83,76,15,92,67,28,76,62,94,8,81,43,62,50,18,55,48,58,83,94,36,36,13,99,39,43,87,3,12,36,0,7,72,67,16,72,5,42,16,50,98,28,52,49,30,42,93,32,6,0,34,69,51
7,57,57,1,25,75,17,85,94,1,7,57,95,21,52,80,89,72,22,23,44,70,0,31,86,29,13,31,4,96,83,61,5,74,38,53,92,16,88,44,65,66,86,9,8,51,29,8,78,86,78,53,70,0,5,10,83,49,69,15,3,48,94,95,81,74,97,37,41,96,72,45,43,81,69,42,7,85,75,79,84,40,87,62,32,23,79,68,66,29,25,41,12,67,93,99,66,52,96,67,73,94,60,45,9,20,18,8,34,31,30,84,68,59,73,21,58,44,1,38,8,98
8,45,92,87,92,69,36,65,29,21,71,98,26,80,31,67,13,76,29,82,11,91,29,4,16,12,46,28,33,53,99,47,39,59,11,66,78,9,60,46,60,83,37,43,32,34,60,21,34,68,25,20,76,92,31,56,4,35,94,6,95,0,77,63,62,34,90,39,6,61,41,1,31,44,81,35,74,93,87,25,75,40,79,22,61,41,99,58,19,38,49,24,21,17,55,57,91,25,82,84,30,78,62,30,63,97,48,19,42,73,57,16,73,72,62,38,94,12,84,64,75,58
9,50,10,11,67,27,41,16,46,7,28,49,58,45,37,64,77,53,29,29,43,47,29,4,96,70,89,32,54,64,28,80,71,10,49,67,96,22,51,73,23,14,60,19,24,12,88,92,56,27,85,18,10,86,73,50,37,42,69,57,66,79,86,1,96,45,79,6,49,37,98,43,5,25,60,9,99,30,34,16,56,35,13,33,32,6,65,12,79,80,56,38,12,40,19,33,93,13,22,11,74,66,58,61,27,92,13,87,95,25,75,1,31,71,82,37,59,92,31,23,9,18
10,37,94,17,50,71,17,54,80,21,15,1,40,90,40,39,88,93,24,10,13,46,0,1,1,83,14,45,32,12,95,81,76,40,48,16,7,38,44,69,49,59,29,67,48,81,95,96,11,94,55,14,77,85,16,88,17,83,48,52,42,40,37,8,35,2,26,75,53,76,54,62,42,52,49,41,99,89,34,77,85,81,47,5,49,0,66,68,45,44,74,56,43,87,9,27,91,79,70,10,88,25,24,2,11,9,7,49,27,51,44,48,56,46,8,29,84,31,74,35,28,54
11,13,80,30,84,6,12,7,26,3,59,57,48,59,59,25,39,4,79,25,56,16,49,39,13,39,65,41,72,60,75,32,45,36,62,23,90,3,99,67,37,66,97,47,29,68,11,95,74,93,70,60,20,53,94,19,29,84,82,99,57,98,41,66,43,72,44,2,4,72,74,70,38,98,50,88,51,72,65,42,82,48,49,60,81,10,44,95,19,29,87,3,49,65,38,51,54,83,6,73,79,74,64,14,17,37,53,99,62,63,79,53,7,51,36,21,36,16,99,49,56,73
12,51,44,61,70,10,5,29,69,24,80,89,47,30,9,95,90,17,47,75,53,72,13,73,50,79,72,26,92,23,97,16,71,29,33,80,83,73,0,22,48,77,61,1,73,32,19,26,69,99,83,17,42,12,53,35,65,28,51,92,49,59,71,75,38,93,25,7,24,31,79,52,27,94,84,48,74,67,95,79,93,26,8,81,64,36,6,62,18,49,39,91,67,88,16,71,22,88,73,56,83,7,70,41,19,56,32,90,56,52,20,16,81,17,56,98,50,68,19,2,75,83
