,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
0,30,50,51,82,16,32,86,70,63,84,0,91,46,1,55,85,92,9,21,44,70,64,18,87,85,31,45,46,66,76,46,22,55,36,36,55,87,79,87,5,28,5,27,10,85,11,21,3,55,95,94,29,55,75,39,54,15,70,73,19,67,13,98,48,69,98,81,14,69,77,27,65,67,21,9,39,75,43,45,73,96,97,50,83,48,18,30,45,68,13,35,49,67,19,14,58,65,96,53,65,52,41,96,65,18,40,68,72,48,88,43,38,79,22,41,38,35,51,30,2,20
1,66,6,94,33,72,28,96,30,45,75,94,60,55,56,37,94,10,79,55,30,17,83,84,51,30,24,2,28,8,56,2,38,65,82,51,16,5,59,88,43,10,71,96,66,36,70,44,38,56,58,34,48,97,26,89,16,28,19,67,49,90,10,36,49,44,23,56,30,71,9,46,37,19,36,32,21,21,34,0,28,40,9,56,77,40,28,70,56,14,57,97,3,5,7,99,89,53,30,72,11,81,84,8,63,12,19,21,91,39,54,16,1,54,66,55,79,86,3,86,80,1
2,82,54,20,64,50,68,73,34,37,31,3,75,50,66,44,87,53,68,78,84,17,53,59,97,78,17,63,27,63,55,2,5,1,64,37,94,13,35,62,45,97,96,43,90,50,10,59,38,20,23,33,98,47,76,79,61,91,20,45,44,18,84,32,40,32,46,97,69,39,94,5,77,24,53,10,70,65,24,52,51,52,0,90,54,17,45,6,60,12,76,23,7,23,37,41,72,59,38,28,33,95,77,41,59,3,61,86,55,67,96,86,83,75,83,38,61,4,29,15,33,16
3,31,87,78,17,94,36,61,18,52,39,43,38,60,48,61,94,54,5,13,39,10,76,93,3,79,91,58,2,69,35,44,85,51,72,21,97,82,87,96,92,30,24,30,65,53,24,11,29,94,25,66,26,15,22,34,11,64,66,90,0,87,88,65,78,21,35,7,11,33,24,89,45,49,60,64,18,59,66,34,2,70,0,70,42,76,61,94,75,11,10,59,96,36,98,35,3,24,23,36,29,42,27,13,42,50,83,85,97,48,38,78,49,7,37,76,46,53,69,49,17,28
4,39,70,78,94,17,46,8,10,93,52,76,55,86,3,99,82,24,56,11,49,51,70,4,13,40,89,10,23,38,74,7,41,29,75,19,46,42,32,8,46,31,87,91,40,14,31,9,52,94,25,22,11,93,29,35,39,50,54,49,60,28,56,64,14,4,29,49,84,80,5,66,35,20,22,99,76,11,12,0,87,43,36,60,10,26,50,45,94,71,17,0,85,63,56,62,52,45,52,53,57,8,92,65,14,51,27,26,90,55,13,41,14,47,91,19,71,36,88,76,16,58
5,77,73,49,89,21,54,15,76,88,71,41,38,34,20,86,71,67,89,85,5,19,78,31,7,43,45,38,43,65,47,19,39,98,39,92,50,21,67,42,88,13,42,96,28,98,35,12,23,55,30,81,36,16,17,69,15,39,73,70,77,37,21,57,54,81,64,94,16,36,6,21,51,27,50,30,98,89,73,0,17,90,90,15,54,41,83,80,94,66,70,86,22,90,45,52,96,83,72,93,28,52,97,81,54,49,34,71,57,19,28,46,12,54,41,31,16,7,38,50,29,79
6,11,58,27,31,72,89,62,0,39,51,92,7,27,69,38,38,16,18,35,16,11,32,1,1,66,90,40,62,48,55,1,40,6,42,88,67,70,95,36,46,24,83,70,98,72,7,52,85,40,11,27,14,72,95,61,0,71,22,65,99,31,99,26,58,26,39,60,25,23,55,30,12,37,9,34,39,43,13,38,57,67,53,91,77,79,82,96,95,2,23,15,88,6,4,10,33,72,94,19,82,32,32,98,98,26,20,37,61,5,90,86,45,46,93,97,94,25,64,3,24,21
7,13,33,65,82,17,8,48,26,58,26,89,85,83,32,51,5,64,13,72,19,97,58,64,92,20,26,44,46,68,21,70,77,68,61,64,10,98,19,31,47,76,67,77,18,55,72,24,51,64,15,80,95,68,58,99,65,83,49,18,40,87,15,58,48,64,60,76,36,3,55,26,20,74,9,87,45,29,11,38,64,2,65,43,24,34,50,98,8,13,88,1,39,93,92,59,95,43,89,66,61,53,38,74,19,5,57,93,18,19,40,57,23,25,24,92,15,15,29,2,55,72
8,45,62,82,3,65,81,59,73,70,58,77,99,6,94,83,35,32,50,13,29,60,47,88,0,56,16,88,92,55,91,51,38,9,97,35,67,4,15,60,44,52,76,46,87,22,18,80,38,11,28,13,40,86,22,94,73,39,83,19,58,11,88,92,65,43,82,72,35,68,13,85,64,56,15,3,81,75,81,59,17,54,71,55,0,40,90,35,63,98,58,57,17,6,44,95,73,32,58,58,60,25,46,66,0,56,6,45,98,71,19,99,40,59,6,98,88,66,22,22,82,67
9,67,95,77,95,68,53,75,22,17,96,60,9,11,0,76,1,79,74,28,0,46,3,37,63,55,74,81,93,33,17,40,80,46,13,15,13,61,52,96,90,65,7,42,55,16,85,46,90,84,41,17,57,73,39,90,19,90,87,29,7,15,67,23,89,67,69,18,25,87,44,15,54,93,28,9,80,16,36,35,52,58,24,4,81,14,68,3,6,25,91,51,3,61,90,86,26,65,8,21,49,82,88,73,6,36,63,98,11,98,81,62,6,43,66,28,58,8,65,8,91,26
10,8,40,63,37,99,0,70,2,47,59,16,99,49,21,43,13,16,37,94,63,54,86,71,0,40,32,10,6,4,57,45,42,23,94,19,63,59,47,40,16,98,52,7,27,67,18,9,55,11,48,26,19,85,52,67,27,50,84,50,12,93,75,12,73,13,86,6,70,98,56,41,41,67,87,59,37,42,20,37,83,65,36,63,86,50,39,18,75,26,3,37,24,92,25,79,82,14,76,22,64,44,78,90,18,21,21,58,65,21,23,77,84,59,99,3,86,48,83,7,83,42
11,10,90,6,11,39,63,69,56,91,32,23,65,46,0,49,84,78,63,76,36,90,2,10,24,62,32,8,83,99,88,68,31,22,36,16,1,58,71,30,95,60,7,2,63,81,85,81,7,39,97,30,29,58,23,91,81,37,19,23,91,22,67,93,37,99,62,99,16,9,12,54,8,76,13,70,10,23,13,82,31,21,62,92,46,82,0,43,38,5,31,68,20,45,18,92,64,48,75,79,30,61,82,6,52,76,58,10,61,94,6,93,43,85,54,37,76,98,16,21,86,79
12,41,12,80,3,23,39,83,97,39,69,72,29,53,13,38,67,26,98,8,77,41,65,59,92,3,58,97,51,99,28,71,30,5,43,57,14,43,10,44,97,96,54,99,54,50,7,2,83,73,36,3,97,9,33,4,35,67,65,69,67,61,0,51,32,26,72,4,82,84,34,13,18,51,36,74,32,78,87,63,32,46,69,83,74,15,22,55,2,98,73,88,88,77,38,23,94,37,42,14,70,39,57,35,78,41,75,89,37,69,52,1,54,45,19,44,41,47,94,7,94,89
13,40,53,57,21,99,3,38,6,97,23,88,91,5,96,34,20,72,24,5,78,75,14,78,33,71,11,19,96,95,24,48,93,40,72,93,10,59,67,84,37,12,47,25,88,60,59,94,52,71,51,30,34,27,89,29,90,91,50,93,43,4,28,95,93,99,76,60,90,72,89,31,60,24,18,8,74,18,70,62,75,98,68,94,78,55,53,37,86,73,14,83,15,84,21,20,99,32,1,34,56,73,17,5,75,12,27,43,73,75,23,71,71,10,26,66,15,95,5,42,30,94
14,68,8,36,44,44,17,11,66,12,48,20,32,79,80,19,8,94,9,57,50,30,17,22,33,77,83,98,94,7,37,92,23,59,14,57,33,84,72,87,80,31,2,79,91,14,4,25,43,65,10,51,34,35,61,63,72,57,3,39,93,30,58,62,61,23,26,67,26,7,98,70,14,22,18,5,43,67,13,53,81,88,30,95,93,21,74,96,13,15,82,33,41,58,26,75,96,86,72,68,23,80,15,23,5,17,9,31,41,64,77,68,6,47,24,31,54,52,20,84,63,16
