,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
0,42,57,89,58,86,29,44,24,19,51,73,55,82,32,61,65,38,93,19,58,42,97,44,67,37,27,49,42,1,18,3,42,85,36,44,91,36,14,14,54,14,64,28,34,15,88,3,33,32,6,91,14,35,67,36,74,65,22,15,75,98,92,74,20,21,15,72,47,21,73,98,73,71,83,82,21,61,97,43,92,44,38,10,9,12,7,58,69,43,76,78,52,63,83,54,56,12,46,76,46,92,27,94,51,73,41,27,43,80,99,89,95,18,86,61,68,46,0,41,78,38
1,55,8,37,42,14,49,36,0,16,9,8,64,11,88,49,45,55,0,81,89,86,35,48,73,93,31,17,22,60,86,12,94,51,38,37,74,21,61,81,88,56,55,50,62,47,15,55,62,36,44,57,97,38,28,70,25,51,11,36,64,95,45,19,36,7,57,35,6,34,51,87,11,81,31,26,49,74,54,19,28,51,3,1,12,69,6,67,67,91,84,32,29,71,8,27,45,35,42,4,51,89,5,96,25,9,40,69,29,9,11,69,75,94,83,48,53,53,42,4,95,88
2,8,89,2,3,60,36,16,45,59,1,55,84,34,8,25,38,13,61,28,4,11,6,98,15,28,37,84,62,98,43,61,4,38,83,60,75,69,11,74,24,4,10,93,7,35,6,31,48,15,56,28,94,33,77,56,15,35,82,27,51,53,57,99,93,35,60,86,6,7,56,73,8,6,23,3,1,73,41,17,26,62,0,5,89,66,3,53,32,73,54,23,85,29,43,98,89,0,40,3,15,46,25,26,21,52,34,23,1,54,51,26,40,67,2,62,5,35,61,60,30,72
3,44,61,99,24,16,92,30,74,85,61,3,91,79,22,77,85,30,60,13,12,11,82,6,68,1,61,86,50,97,49,53,70,88,57,0,10,77,6,8,73,63,92,45,30,34,91,35,49,35,55,20,85,32,98,32,6,71,84,28,34,61,27,73,68,55,90,69,99,92,8,51,87,45,51,94,24,78,80,68,5,43,48,97,74,9,1,62,38,68,88,4,68,44,74,66,66,22,18,76,44,27,24,49,54,73,25,33,86,29,87,70,85,39,45,66,56,45,70,1,6,60
4,61,58,34,8,36,41,48,76,42,12,34,59,52,3,21,98,79,57,97,93,65,43,71,97,44,17,62,19,11,65,55,30,53,3,0,44,93,44,16,5,11,64,73,68,58,6,6,52,0,34,15,71,48,8,12,68,72,14,78,32,51,48,23,51,86,44,98,74,47,61,82,76,55,45,80,83,34,4,60,27,83,78,28,73,69,74,58,4,62,9,61,3,54,22,11,64,15,97,66,51,56,42,99,33,93,89,11,93,47,73,65,28,72,65,7,18,38,76,51,65,23
5,41,87,64,90,34,99,44,62,16,93,11,5,10,33,91,56,82,13,89,4,47,10,2,95,98,34,55,27,4,65,98,5,3,25,74,13,31,32,69,61,7,32,69,65,38,92,60,88,4,10,23,56,39,35,97,52,0,40,2,47,24,73,77,60,14,13,42,86,43,20,36,48,55,0,21,91,84,92,73,81,2,63,63,55,29,11,89,23,70,95,26,22,4,76,26,32,31,29,25,71,28,73,27,13,33,40,36,2,43,3,23,3,51,67,11,3,70,35,42,58,25
6,6,16,63,98,0,73,72,23,78,28,16,11,96,16,83,13,27,7,57,94,61,7,68,29,37,98,94,44,13,31,43,16,58,91,93,42,38,38,1,90,66,54,53,61,38,70,38,53,14,78,55,12,20,87,21,79,69,12,63,1,73,2,15,46,70,53,38,94,84,31,35,24,24,84,77,45,15,69,14,33,13,32,85,87,19,14,25,82,81,0,23,21,99,61,86,77,70,50,63,95,66,48,66,66,7,72,9,36,73,25,32,30,98,19,40,5,49,44,31,54,70
7,57,97,62,68,37,19,8,66,35,37,66,87,92,64,47,19,60,1,71,30,67,12,59,26,84,16,51,14,4,92,69,99,26,27,65,65,13,48,92,26,1,87,59,89,25,84,15,23,11,66,34,47,81,60,56,77,62,93,40,86,35,73,86,48,24,58,68,4,94,72,7,42,18,18,21,35,3,67,96,86,91,26,54,52,89,82,4,27,85,45,97,9,11,17,60,19,15,47,79,38,20,27,27,17,16,7,88,3,86,99,89,71,70,46,50,7,20,29,1,45,30
8,43,26,68,42,31,64,61,72,76,64,14,65,91,80,70,93,2,94,58,13,96,54,36,97,7,6,82,18,95,77,13,19,59,60,89,21,12,48,2,12,19,82,38,43,36,79,75,4,46,57,6,57,9,78,89,50,21,64,41,82,55,40,51,71,70,32,93,2,63,32,92,48,87,58,37,37,50,58,34,59,22,82,34,91,59,71,19,73,0,23,83,46,63,77,64,15,53,46,23,80,20,62,79,32,95,36,84,66,87,14,50,64,86,96,81,38,3,47,25,24,37
9,79,30,7,33,36,10,83,32,34,38,27,68,55,43,45,73,92,7,72,21,35,7,73,24,61,24,14,96,53,75,82,75,61,4,41,53,1,8,47,23,68,79,98,63,5,4,41,72,42,46,58,14,52,11,65,58,45,15,43,28,72,57,8,24,17,82,90,6,16,70,78,58,15,64,39,31,73,8,25,3,72,35,51,77,19,44,17,50,47,9,81,36,10,89,34,55,28,82,38,23,94,8,24,25,1,93,17,98,89,38,78,84,35,96,71,24,33,59,4,6,14
10,78,74,27,93,25,19,96,32,95,92,26,12,75,69,82,0,64,74,4,4,72,6,13,29,77,80,60,13,65,81,72,55,92,58,42,32,64,60,45,89,46,15,73,74,93,73,50,99,22,84,31,69,29,33,29,11,22,72,76,1,67,58,85,52,90,3,89,55,27,87,15,12,14,45,37,57,48,57,17,24,12,84,89,58,23,36,44,97,25,88,60,64,96,61,48,87,93,63,37,79,16,7,39,99,96,43,87,68,57,1,8,26,65,95,62,50,94,81,34,8,4
11,9,36,52,74,91,97,46,2,89,78,14,92,21,10,20,76,49,27,39,37,58,30,38,68,58,47,71,12,94,28,2,56,27,20,48,83,67,20,25,84,43,57,75,70,51,90,70,21,45,59,17,39,96,42,17,75,29,56,11,17,76,22,97,90,93,60,3,0,37,13,33,82,50,31,43,44,9,46,73,64,13,10,30,40,93,62,12,99,42,57,9,89,95,6,78,45,64,36,62,0,80,31,89,83,85,93,74,11,58,94,33,0,88,30,60,65,10,84,33,54,99
12,13,2,2,56,1,12,1,17,38,13,72,64,81,92,8,28,26,44,6,71,20,48,75,45,60,88,93,6,26,57,99,93,30,3,83,23,91,26,36,22,70,82,19,99,27,47,67,92,66,48,20,94,57,91,63,59,88,46,69,23,57,52,86,39,73,99,8,58,36,64,21,34,55,55,73,14,44,41,43,41,88,39,71,84,70,79,57,93,69,37,65,89,30,96,81,92,78,96,29,0,95,27,14,83,2,42,93,27,25,85,31,35,70,76,90,70,68,10,23,7,23
13,27,83,54,76,15,18,7,60,97,40,62,19,93,62,20,69,21,19,16,75,24,3,54,24,42,14,13,33,68,25,77,7,99,41,78,36,27,47,80,8,67,94,40,41,72,99,78,74,17,62,83,12,85,24,66,91,85,77,32,60,24,48,87,31,54,0,5,11,14,5,72,97,30,94,72,59,86,94,77,39,55,15,72,58,56,26,38,8,95,50,98,13,75,21,13,71,69,71,93,95,69,84,5,8,39,15,93,4,76,70,53,99,75,45,26,12,9,78,33,93,75
