,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
0,49,32,38,57,78,27,9,22,4,51,35,62,70,24,75,37,23,4,4,46,96,20,23,0,81,52,64,42,99,43,95,97,98,24,82,76,63,74,78,1,71,86,32,16,76,26,9,46,10,3,59,41,51,69,83,18,27,40,47,46,6,54,17,76,59,73,77,68,80,73,76,45,75,40,1,12,73,98,31,16,54,77,14,97,81,56,70,25,36,26,61,48,23,90,91,3,42,20,47,11,35,30,87,96,26,17,68,43,7,80,39,40,15,64,4,36,64,37,48,11,75
1,64,68,85,37,85,79,87,58,67,46,27,69,12,36,35,9,3,93,11,1,87,81,96,24,30,10,55,93,3,54,11,13,74,0,95,71,15,73,0,14,70,91,57,32,30,91,38,84,97,19,51,68,34,90,74,35,53,43,41,11,22,91,46,28,44,41,93,7,1,70,2,56,69,44,27,86,79,79,65,52,32,76,24,61,51,41,94,25,73,7,78,88,36,51,29,94,74,56,73,79,84,38,10,30,11,82,65,20,84,23,91,43,80,92,42,9,73,48,62,25,72
2,44,33,36,72,0,87,10,55,50,22,1,73,42,46,25,86,89,42,15,22,5,57,73,65,39,37,64,56,90,88,14,97,48,2,66,75,49,92,31,96,93,36,71,51,0,46,72,77,12,51,10,97,42,80,87,24,31,35,52,12,63,66,29,67,65,47,25,91,51,54,29,73,55,12,47,16,15,28,70,56,72,28,28,29,86,24,26,1,99,83,49,21,75,81,60,41,60,68,25,16,85,13,31,45,10,5,90,12,71,13,94,85,56,95,19,99,28,47,53,67,12
3,22,65,49,11,46,21,88,72,47,89,79,39,82,86,56,42,27,24,9,35,3,56,73,83,41,7,77,13,40,39,29,37,9,99,45,80,58,53,9,6,89,22,96,96,50,22,79,77,9,53,42,0,69,56,98,59,9,68,37,65,83,4,29,39,73,61,94,2,48,0,47,95,70,77,43,73,74,72,25,82,66,32,99,94,34,60,93,87,18,43,40,38,17,3,17,5,22,63,61,40,10,48,24,34,74,61,83,53,67,19,21,10,62,29,79,94,13,37,46,28,16
4,56,9,44,74,81,15,86,63,18,44,4,95,4,21,43,98,31,26,55,43,46,80,5,1,39,60,55,7,97,25,46,18,75,93,34,38,93,56,15,9,53,12,6,44,26,22,70,26,87,75,57,12,88,41,27,46,42,47,24,25,57,83,93,22,74,25,17,63,22,91,52,90,34,1,34,28,21,87,61,67,31,6,27,19,73,95,63,63,37,95,10,15,64,48,3,62,69,46,31,88,63,36,21,27,6,48,95,78,82,54,74,16,30,21,71,88,49,34,95,0,94
5,61,0,94,68,19,41,59,62,31,67,71,12,6,0,20,68,64,71,45,35,39,83,65,40,65,2,46,46,43,28,58,48,64,36,60,67,18,34,10,77,15,41,35,12,32,37,95,57,8,82,8,5,60,56,21,21,55,11,88,11,8,53,72,82,39,38,93,21,79,22,93,61,88,77,88,9,1,60,75,36,97,84,14,5,2,33,64,67,38,82,13,99,36,87,50,86,84,50,64,72,33,88,16,79,22,94,91,86,28,68,58,96,26,78,73,93,23,34,81,62,75
6,94,71,2,6,42,34,42,6,28,1,69,87,62,31,73,41,1,57,56,29,66,21,65,64,13,96,5,28,45,77,37,29,63,29,15,42,11,25,96,67,1,15,33,32,84,51,50,76,94,50,26,34,50,18,55,30,67,37,95,81,68,12,8,10,83,2,37,43,61,90,88,0,5,41,65,27,86,56,7,78,95,80,52,51,94,42,71,33,63,21,76,86,15,94,62,36,6,43,37,38,44,19,98,7,63,35,42,75,32,82,37,19,41,66,47,73,31,39,84,99,3
7,32,46,29,21,31,48,2,76,52,40,16,9,46,35,75,41,3,77,67,21,88,60,60,14,19,49,72,6,85,31,97,77,97,91,21,40,86,99,63,9,40,66,52,97,49,97,41,79,10,95,67,76,3,43,13,50,27,54,78,41,86,11,26,89,0,78,10,53,38,4,84,89,29,51,5,36,32,31,80,8,62,72,27,20,30,20,90,2,57,61,52,5,17,91,39,78,8,80,59,33,22,99,81,88,78,34,22,30,60,92,13,34,18,63,78,0,49,89,43,8,29
8,3,28,19,3,64,65,4,16,1,95,89,65,10,33,84,51,36,23,66,47,75,7,31,74,69,78,34,72,47,19,99,9,73,62,80,62,96,15,42,2,81,46,77,84,29,50,90,1,62,88,10,52,40,38,16,36,80,66,92,49,50,93,87,17,42,47,1,24,66,43,89,55,80,79,35,62,17,47,90,24,79,56,1,96,88,20,82,54,96,36,31,49,84,86,21,28,53,90,22,76,56,69,43,71,5,61,27,26,74,32,42,90,58,48,7,85,59,99,92,89,93
9,83,36,80,2,96,52,49,53,8,50,88,1,99,68,78,26,48,90,34,88,86,57,6,54,10,3,8,57,73,4,43,33,16,15,15,65,41,96,11,47,39,99,88,19,72,59,69,13,93,15,19,94,84,86,13,40,49,92,91,98,76,70,97,2,29,29,99,40,21,11,32,55,46,93,58,15,95,14,20,62,19,48,80,79,30,27,75,68,28,29,22,80,6,6,71,92,27,36,94,52,54,74,81,54,46,59,52,63,21,91,91,1,81,8,19,31,73,7,34,45,16
